1,2.0,-11.0,0.0,2.0,22.0,51.0
2,2.0,-11.0,-1.0,2.0,22.0,19.0
3,2.0,-11.0,0.0,2.0,22.0,10.0
4,2.0,-12.0,0.0,2.0,22.0,6.0
5,2.0,-12.0,0.0,2.0,22.0,6.0
6,2.0,-11.0,0.0,2.0,22.0,3.0
7,2.0,-12.0,0.0,2.0,22.0,6.0
8,2.0,-11.0,-1.0,2.0,22.0,6.0
9,2.0,-11.0,-1.0,2.0,22.0,6.0
10,2.0,-12.0,-1.0,2.0,22.0,3.0
11,2.0,-12.0,0.0,2.0,22.0,621.0
12,2.0,-12.0,-1.0,2.0,22.0,499.0
13,2.0,-12.0,0.0,2.0,22.0,1568.0
14,2.0,-12.0,0.0,2.0,22.0,1888.0
15,2.0,-12.0,0.0,2.0,22.0,2192.0
16,2.0,-12.0,0.0,2.0,22.0,2234.0
17,2.0,-12.0,-1.0,2.0,22.0,2333.0
18,1.0,-12.0,0.0,2.0,22.0,2387.0
19,2.0,-12.0,-1.0,2.0,22.0,2400.0
20,2.0,-12.0,0.0,2.0,22.0,2397.0
21,2047.0,715.0,-93.0,600.0,150.0,2438.0
22,2047.0,1048.0,-62.0,603.0,-56.0,2390.0
23,2047.0,949.0,-48.0,602.0,-69.0,2394.0
24,2047.0,843.0,-43.0,602.0,-70.0,2394.0
25,2047.0,734.0,-39.0,602.0,-72.0,2397.0
26,2047.0,668.0,-37.0,602.0,-72.0,2397.0
27,2047.0,608.0,-36.0,602.0,-73.0,2397.0
28,2047.0,573.0,-35.0,603.0,-72.0,2397.0
29,2047.0,543.0,-34.0,603.0,-71.0,2397.0
30,2047.0,515.0,-33.0,603.0,-71.0,2397.0
31,2047.0,497.0,-33.0,603.0,-72.0,2400.0
32,2047.0,479.0,-32.0,602.0,-71.0,2397.0
33,2047.0,466.0,-32.0,602.0,-71.0,2394.0
34,301.0,53.0,1.0,28.0,22.0,2390.0
35,2.0,-11.0,-1.0,3.0,21.0,253.0
36,2.0,-11.0,0.0,2.0,21.0,96.0
37,2.0,-11.0,-1.0,2.0,21.0,48.0
38,2.0,-11.0,-1.0,2.0,21.0,32.0
39,2.0,-12.0,-1.0,2.0,21.0,26.0
40,2.0,-12.0,-1.0,2.0,21.0,16.0
41,2.0,-11.0,0.0,2.0,21.0,16.0
42,2.0,-12.0,0.0,2.0,21.0,10.0
43,2.0,-11.0,-1.0,2.0,21.0,10.0
44,2.0,-12.0,0.0,2.0,21.0,592.0
45,2.0,-12.0,-1.0,2.0,21.0,768.0
46,1.0,-12.0,-1.0,2.0,21.0,1142.0
47,2.0,-12.0,-1.0,2.0,21.0,1318.0
48,1.0,-12.0,0.0,2.0,21.0,1350.0
49,2.0,-11.0,0.0,1.0,19.0,1386.0
50,1.0,-12.0,-1.0,2.0,21.0,1386.0
51,1036.0,642.0,-70.0,564.0,128.0,1389.0
52,1230.0,896.0,-113.0,549.0,-63.0,1389.0
53,1232.0,929.0,-114.0,549.0,-64.0,1386.0
54,1233.0,947.0,-114.0,549.0,-64.0,1386.0
55,1239.0,963.0,-115.0,548.0,-68.0,1382.0
56,1242.0,968.0,-115.0,549.0,-69.0,1386.0
57,1247.0,975.0,-116.0,550.0,-67.0,1389.0
58,1251.0,980.0,-116.0,551.0,-65.0,1389.0
59,1254.0,982.0,-116.0,552.0,-62.0,1392.0
60,1261.0,986.0,-117.0,551.0,-65.0,1386.0
61,1259.0,980.0,-117.0,550.0,-65.0,1389.0
62,1262.0,977.0,-117.0,549.0,-66.0,1386.0
63,1268.0,978.0,-118.0,549.0,-67.0,1386.0
64,1273.0,978.0,-118.0,550.0,-67.0,1386.0
65,1276.0,974.0,-119.0,550.0,-68.0,1389.0
66,1282.0,976.0,-119.0,550.0,-67.0,1382.0
67,1285.0,972.0,-120.0,549.0,-69.0,1386.0
68,1286.0,967.0,-120.0,550.0,-69.0,1386.0
69,1288.0,962.0,-120.0,550.0,-69.0,1389.0
70,1289.0,958.0,-120.0,550.0,-69.0,1392.0
71,1292.0,957.0,-120.0,550.0,-68.0,1392.0
72,1294.0,954.0,-120.0,549.0,-71.0,1389.0
73,1298.0,956.0,-121.0,550.0,-67.0,1386.0
74,1302.0,957.0,-121.0,551.0,-67.0,1386.0
75,1303.0,953.0,-122.0,551.0,-68.0,1389.0
76,1304.0,952.0,-122.0,551.0,-67.0,1389.0
77,1308.0,952.0,-122.0,551.0,-66.0,1389.0
78,1310.0,953.0,-122.0,551.0,-67.0,1382.0
79,1307.0,948.0,-122.0,551.0,-67.0,1389.0
80,1308.0,945.0,-122.0,551.0,-66.0,1392.0
81,1307.0,942.0,-122.0,552.0,-66.0,1392.0
82,1308.0,942.0,-122.0,551.0,-67.0,1392.0
83,1310.0,945.0,-122.0,551.0,-66.0,1389.0
84,1311.0,944.0,-122.0,550.0,-67.0,1386.0
85,1311.0,943.0,-122.0,550.0,-67.0,1389.0
86,1313.0,945.0,-122.0,550.0,-67.0,1386.0
87,1315.0,945.0,-123.0,551.0,-64.0,1389.0
88,1314.0,945.0,-123.0,552.0,-64.0,1389.0
89,1308.0,939.0,-122.0,550.0,-66.0,1392.0
90,1310.0,944.0,-122.0,550.0,-65.0,1389.0
91,1308.0,942.0,-122.0,550.0,-66.0,1389.0
92,1310.0,945.0,-122.0,550.0,-64.0,1386.0
93,1309.0,945.0,-122.0,550.0,-66.0,1392.0
94,1310.0,948.0,-122.0,550.0,-66.0,1389.0
95,1312.0,952.0,-123.0,551.0,-64.0,1389.0
96,1312.0,953.0,-123.0,550.0,-65.0,1389.0
97,1313.0,955.0,-123.0,550.0,-67.0,1386.0
98,1311.0,956.0,-123.0,550.0,-67.0,1395.0
99,1305.0,960.0,-122.0,549.0,-68.0,1395.0
100,1277.0,972.0,-121.0,549.0,-67.0,1395.0
101,1231.0,989.0,-120.0,550.0,-66.0,1395.0
102,1178.0,1012.0,-119.0,549.0,-66.0,1392.0
103,1148.0,1017.0,-118.0,549.0,-68.0,1395.0
104,1139.0,1019.0,-116.0,549.0,-66.0,1395.0
105,1136.0,1016.0,-117.0,550.0,-66.0,1392.0
106,1135.0,1016.0,-117.0,550.0,-67.0,1392.0
107,1133.0,1012.0,-116.0,549.0,-67.0,1392.0
108,1136.0,1014.0,-117.0,549.0,-68.0,1386.0
109,1135.0,1012.0,-117.0,550.0,-67.0,1389.0
110,1133.0,1007.0,-117.0,550.0,-66.0,1389.0
111,1135.0,1008.0,-117.0,550.0,-67.0,1386.0
112,1133.0,1004.0,-117.0,550.0,-67.0,1386.0
113,1133.0,1001.0,-117.0,550.0,-66.0,1389.0
114,1133.0,999.0,-116.0,550.0,-66.0,1386.0
115,1132.0,996.0,-116.0,549.0,-68.0,1389.0
116,1131.0,993.0,-116.0,549.0,-68.0,1389.0
117,1132.0,992.0,-116.0,550.0,-66.0,1389.0
118,1133.0,992.0,-116.0,550.0,-65.0,1386.0
119,1136.0,994.0,-117.0,550.0,-65.0,1382.0
120,3.0,-11.0,0.0,3.0,22.0,611.0
121,2.0,-11.0,0.0,2.0,21.0,416.0
122,2.0,-12.0,-1.0,2.0,22.0,394.0
123,2.0,-11.0,0.0,2.0,21.0,390.0
124,2.0,-12.0,0.0,2.0,21.0,390.0
125,2.0,-12.0,0.0,2.0,21.0,390.0
126,2.0,-12.0,-1.0,2.0,21.0,394.0
127,2.0,-12.0,0.0,2.0,21.0,390.0
128,2.0,-11.0,0.0,2.0,21.0,390.0
normal,,,,,,
