1,2.0,-12.0,0.0,2.0,21.0,51.0
2,2.0,-11.0,-1.0,2.0,22.0,16.0
3,2.0,-11.0,-1.0,2.0,22.0,6.0
4,2.0,-11.0,-1.0,2.0,22.0,6.0
5,2.0,-11.0,0.0,2.0,21.0,3.0
6,1.0,-12.0,0.0,2.0,21.0,3.0
7,2.0,-11.0,-1.0,2.0,22.0,3.0
8,2.0,-12.0,0.0,2.0,22.0,3.0
9,2.0,-12.0,0.0,2.0,21.0,3.0
10,1.0,-12.0,-1.0,2.0,22.0,3.0
11,2.0,-11.0,0.0,2.0,21.0,621.0
12,2.0,-12.0,-1.0,2.0,22.0,496.0
13,2.0,-12.0,0.0,2.0,21.0,1600.0
14,1.0,-12.0,-1.0,2.0,22.0,1866.0
15,2.0,-12.0,-1.0,2.0,22.0,2234.0
16,2.0,-12.0,0.0,2.0,22.0,2253.0
17,2.0,-12.0,0.0,2.0,22.0,2326.0
18,1.0,-12.0,0.0,2.0,22.0,2387.0
19,2.0,-12.0,-1.0,2.0,22.0,2397.0
20,1.0,-12.0,0.0,2.0,22.0,2400.0
21,2047.0,854.0,-78.0,608.0,60.0,2445.0
22,2047.0,1024.0,-62.0,602.0,-57.0,2397.0
23,2047.0,916.0,-47.0,600.0,-72.0,2400.0
24,2047.0,814.0,-42.0,602.0,-70.0,2397.0
25,2047.0,716.0,-39.0,602.0,-72.0,2403.0
26,2047.0,655.0,-37.0,602.0,-72.0,2400.0
27,2047.0,612.0,-36.0,602.0,-73.0,2397.0
28,2047.0,571.0,-35.0,602.0,-73.0,2400.0
29,2047.0,545.0,-34.0,603.0,-72.0,2400.0
30,2047.0,521.0,-33.0,603.0,-73.0,2397.0
31,2047.0,504.0,-33.0,603.0,-72.0,2397.0
32,2047.0,488.0,-32.0,603.0,-72.0,2397.0
33,2047.0,471.0,-32.0,603.0,-73.0,2400.0
34,307.0,55.0,0.0,28.0,22.0,2397.0
35,3.0,-11.0,0.0,3.0,22.0,253.0
36,2.0,-11.0,0.0,2.0,22.0,96.0
37,2.0,-11.0,0.0,2.0,22.0,58.0
38,2.0,-11.0,0.0,2.0,22.0,32.0
39,2.0,-11.0,0.0,2.0,22.0,22.0
40,2.0,-11.0,0.0,2.0,22.0,19.0
41,2.0,-11.0,-1.0,2.0,22.0,13.0
42,2.0,-12.0,0.0,2.0,22.0,10.0
43,2.0,-11.0,0.0,2.0,22.0,10.0
44,2.0,-12.0,-1.0,2.0,22.0,592.0
45,2.0,-12.0,0.0,2.0,22.0,768.0
46,1.0,-12.0,0.0,2.0,22.0,1171.0
47,1.0,-12.0,0.0,2.0,22.0,1312.0
48,2.0,-12.0,0.0,2.0,22.0,1357.0
49,1.0,-11.0,-1.0,1.0,20.0,1382.0
50,2.0,-11.0,0.0,2.0,20.0,1389.0
51,1036.0,643.0,-70.0,563.0,125.0,1386.0
52,1207.0,864.0,-110.0,549.0,-52.0,1389.0
53,1229.0,925.0,-111.0,549.0,-63.0,1386.0
54,1227.0,937.0,-112.0,549.0,-64.0,1392.0
55,1233.0,952.0,-112.0,550.0,-64.0,1389.0
56,1237.0,960.0,-113.0,549.0,-69.0,1386.0
57,1241.0,966.0,-113.0,549.0,-67.0,1386.0
58,1246.0,970.0,-114.0,551.0,-64.0,1386.0
59,1248.0,970.0,-114.0,551.0,-64.0,1386.0
60,1251.0,970.0,-115.0,551.0,-64.0,1392.0
61,1251.0,965.0,-115.0,550.0,-65.0,1392.0
62,1253.0,962.0,-115.0,550.0,-63.0,1392.0
63,1256.0,958.0,-115.0,549.0,-67.0,1395.0
64,1261.0,958.0,-116.0,549.0,-67.0,1392.0
65,1266.0,957.0,-116.0,549.0,-68.0,1395.0
66,1271.0,957.0,-116.0,549.0,-67.0,1389.0
67,1274.0,955.0,-117.0,550.0,-67.0,1386.0
68,1277.0,953.0,-117.0,549.0,-68.0,1386.0
69,1280.0,949.0,-118.0,549.0,-69.0,1382.0
70,1282.0,946.0,-117.0,549.0,-68.0,1389.0
71,1282.0,942.0,-117.0,549.0,-69.0,1389.0
72,1281.0,937.0,-118.0,550.0,-67.0,1389.0
73,1286.0,938.0,-118.0,547.0,-72.0,1389.0
74,1288.0,936.0,-118.0,549.0,-67.0,1389.0
75,1290.0,936.0,-118.0,550.0,-66.0,1389.0
76,1291.0,933.0,-118.0,550.0,-68.0,1389.0
77,1291.0,931.0,-118.0,550.0,-68.0,1389.0
78,1294.0,932.0,-119.0,550.0,-66.0,1389.0
79,1295.0,930.0,-119.0,550.0,-67.0,1392.0
80,1296.0,930.0,-119.0,550.0,-68.0,1392.0
81,1298.0,929.0,-119.0,550.0,-68.0,1392.0
82,1300.0,930.0,-119.0,550.0,-67.0,1389.0
83,1300.0,928.0,-119.0,550.0,-68.0,1392.0
84,1302.0,929.0,-120.0,551.0,-66.0,1392.0
85,1305.0,932.0,-120.0,550.0,-68.0,1389.0
86,1309.0,936.0,-121.0,550.0,-67.0,1386.0
87,1309.0,935.0,-121.0,549.0,-68.0,1382.0
88,1310.0,936.0,-121.0,550.0,-69.0,1386.0
89,1309.0,934.0,-120.0,550.0,-68.0,1389.0
90,1310.0,937.0,-121.0,550.0,-69.0,1389.0
91,1311.0,938.0,-121.0,549.0,-69.0,1386.0
92,1307.0,934.0,-120.0,549.0,-69.0,1392.0
93,1306.0,933.0,-120.0,550.0,-69.0,1398.0
94,1306.0,934.0,-120.0,550.0,-69.0,1395.0
95,1309.0,940.0,-121.0,550.0,-70.0,1392.0
96,1309.0,941.0,-121.0,550.0,-69.0,1389.0
97,1309.0,943.0,-121.0,550.0,-68.0,1389.0
98,1307.0,945.0,-121.0,550.0,-69.0,1392.0
99,1300.0,950.0,-120.0,549.0,-70.0,1389.0
100,1276.0,961.0,-120.0,550.0,-67.0,1392.0
