1,2.0,-11.0,-1.0,3.0,25.0,74.0
2,2.0,-11.0,0.0,3.0,25.0,26.0
3,2.0,-11.0,-1.0,3.0,25.0,10.0
4,2.0,-11.0,-1.0,3.0,25.0,6.0
5,2.0,-11.0,-1.0,2.0,24.0,6.0
6,2.0,-11.0,-1.0,2.0,24.0,3.0
7,2.0,-11.0,0.0,2.0,25.0,3.0
8,2.0,-11.0,0.0,2.0,25.0,3.0
9,2.0,-11.0,0.0,2.0,24.0,3.0
10,2.0,-11.0,0.0,3.0,25.0,3.0
11,1.0,-12.0,0.0,2.0,24.0,646.0
12,1.0,-11.0,0.0,2.0,25.0,486.0
13,2.0,-11.0,0.0,2.0,24.0,1546.0
14,2.0,-11.0,0.0,2.0,24.0,1875.0
15,2.0,-11.0,0.0,2.0,24.0,2170.0
16,2.0,-12.0,0.0,2.0,24.0,2288.0
17,2.0,-11.0,-1.0,2.0,24.0,2374.0
18,2.0,-11.0,0.0,3.0,24.0,2397.0
19,2.0,-12.0,0.0,2.0,24.0,2397.0
20,2047.0,797.0,-90.0,604.0,36.0,2461.0
21,2047.0,957.0,-59.0,604.0,-58.0,2397.0
22,2047.0,849.0,-45.0,603.0,-64.0,2397.0
23,2047.0,732.0,-39.0,603.0,-64.0,2400.0
24,2047.0,658.0,-36.0,603.0,-62.0,2397.0
25,2047.0,605.0,-34.0,603.0,-64.0,2394.0
26,2047.0,556.0,-33.0,603.0,-63.0,2397.0
27,2047.0,527.0,-32.0,603.0,-64.0,2394.0
28,2047.0,501.0,-31.0,603.0,-64.0,2397.0
29,2047.0,485.0,-31.0,602.0,-66.0,2397.0
30,2047.0,470.0,-30.0,603.0,-64.0,2397.0
31,2047.0,454.0,-29.0,604.0,-63.0,2400.0
32,2047.0,444.0,-29.0,604.0,-64.0,2403.0
33,294.0,50.0,0.0,28.0,25.0,2390.0
34,3.0,-11.0,0.0,3.0,25.0,416.0
35,2.0,-11.0,-1.0,3.0,25.0,115.0
36,2.0,-11.0,-1.0,3.0,24.0,54.0
37,2.0,-11.0,-1.0,3.0,24.0,35.0
